id,pk,NAME,REC_DATE,CLASS,LAT84,LNG84
2112,2,外婆家(天一店),2010,4,29.8734038138828,121.550024787322
2124,6,宁海食府(孝闻街店),2010,3,29.879436823209,121.539369484371
2163,15,宁海食府(望京路店),2010,3,29.880322056929,121.536606285225
2202,26,东福园饭店,2010,2,29.8766589160476,121.542327122355
2211,28,美宴摩登餐厅(月湖盛园店),2010,4,29.8662229644284,121.541641026746
2220,30,汉唐餐厅(月湖盛园店),2010,4,29.8661788403297,121.543329738836
2269,43,一茶一坐台湾特色餐餐厅(宁波天一乐购店),2010,3,29.871995576175,121.552370654865
2275,45,蟹满香(灵桥路店),2010,3,29.8614393663004,121.54386859623
2286,47,天港大酒店,2010,3,29.8748474965418,121.51670110107
2292,48,竹林人家(海曙776店),2010,3,29.8534524149312,121.519318797525
2301,50,味道人家,2010,4,29.8676132394014,121.54534009548
2314,54,华侨豪生大酒店中餐厅,2010,4,29.8705639442202,121.534731410057
2334,60,蟹满香(城隍庙店),2010,3,29.8691322224982,121.547220955982
2373,72,翡翠轩中餐厅,2010,4,29.8801734833168,121.548598641812
2404,81,银苑饭店,2010,4,29.8778464740073,121.537533236829
2416,87,雍盛阁,2010,3,29.86575692386,121.542477408546
2421,88,春晓食府酒店,2010,3,29.8580499446525,121.537217879266
2428,89,乡村酒店(马园路店),2010,2,29.870514766219,121.532311964282
2459,103,云海宾馆,2010,3,29.8625909167443,121.541518971261
2465,104,阿英饭店,2010,3,29.8793877678419,121.509727360892
2474,107,山水人家(海曙776店),2010,2,29.8534524149312,121.519318797525
2488,112,春鹤饭店,2010,3,29.881305386645,121.541346997052
2512,121,潮头阁,2010,3,29.9011205234174,121.539698709552
2522,124,牛家村,2010,5,29.9801379209331,121.445071159911
2556,148,宁波饭店明州厅,2010,3,29.8719168093731,121.532749211284
2617,190,富浩饭店,2010,4,29.8680438959721,121.54474445598
2624,192,开心食府,2010,3,29.8955186885272,121.533978118327
2659,221,小皇帝砂锅店,2010,3,29.8682174784316,121.546847049134
2674,239,阿笃饭店,2010,4,29.8788912227257,121.539523974868
2707,603,BABY DOLL(和义店),2010,4,29.8762284346025,121.550908758786
2731,617,贴阁碧(百丈东路店),2010,3,29.8661635560121,121.567204944191
2741,619,涌上外婆桥(镇安街店),2010,4,29.8649514212251,121.558595355508
2750,621,涌上外婆桥(常青藤店),2010,3,29.8835648257913,121.587215386523
2757,622,竹林人家(常青藤店),2010,3,29.8840383629236,121.588504254452
2796,633,蟹满香(彩虹店),2010,3,29.8635717858029,121.56243733539
2811,637,锦绣人家主题餐厅,2010,3,29.8585004434131,121.580803604292
2825,640,理想主义时尚餐厅,2010,3,29.8674936111156,121.586894413486
2831,641,江南美景大酒店(江东店),2010,3,29.863285805295,121.575820316825
2881,657,甬尚人家私菜馆,2010,3,29.8592022363295,121.57132423985
2887,658,老外婆渔村(江东店),2010,3,29.8912385373819,121.583735916837
2910,665,甬上老娘舅,2010,3,29.857347429439,121.593272973361
2942,674,天河长廊,2010,3,29.8812349235058,121.575015830448
2946,676,开元望海楼中餐厅,2010,2,29.8619748652865,121.576839730909
2958,681,凯利大酒店中餐厅,2010,4,29.8699294344779,121.563781426213
2968,684,中信国际大酒店御膳阁,2010,4,29.8694704215761,121.556476372533
2984,690,特别饭店,2010,3,29.8826599930311,121.582229161374
2991,692,缘来好日子,2010,3,29.8695580481308,121.597293332592
3014,706,沈家门大酒店,2010,3,29.8891229661195,121.58126267316
3020,708,小山村饭庄(惊驾路店),2010,3,29.8764324279605,121.576267862424
3054,726,山水人家(江东店),2010,2,29.8698280323111,121.597353324954
3107,768,滋味馆(中兴路店),2010,3,29.8571355477915,121.574170570228
3124,780,竹海农庄,2010,3,29.8702754026242,121.564447652941
3150,809,弯弯家常菜,2010,3,29.8699467256501,121.579560345328
3161,816,家宴餐厅,2010,3,29.8641301887811,121.571564218026
3209,1100,怡乡春竹鲍鱼先生,2010,4,29.898743587571,121.562272230008
3220,1102,走马楼,2010,5,29.9857141785898,121.447872002701
3235,1106,竹林人家(江北店),2010,3,29.8911775676637,121.546094237268
3248,1109,老外婆渔村(江北店),2010,3,29.8996418103288,121.565109557317
3265,1113,美宴摩登餐厅(槐树路店),2010,4,29.8840476756054,121.549761282368
3305,1126,白沙码头海鲜广场,2010,2,29.8709616521843,121.545622586282
3318,1129,金港大酒店中餐厅,2010,3,29.8792224907892,121.554642437974
3324,1130,贴阁碧(庄桥店),2010,3,29.9267689224107,121.544641507798
3335,1133,老墙门(江北店),2010,3,29.8864209536363,121.548029683689
3354,1138,一号码头(白沙码头店),2010,4,29.8918302402062,121.565152253244
3387,1153,知味堂酒家,2010,5,29.9810854716451,121.451916088517
3394,1156,远洲大酒店中餐厅,2010,3,29.9267306142999,121.522472585551
3418,1177,东方快车中餐厅,2010,2,29.9267306142999,121.522472585551
3463,1421,腾格里餐厅(万达店),2010,3,29.8289308456541,121.540804621099
3474,1423,涌上外婆桥(和邦店),2010,3,29.8373185784288,121.549637676327
3511,1434,向阳渔港(东钱湖店),2010,3,29.7852373662226,121.631647967109
3518,1435,蟹满香(鄞州万达店),2010,4,29.8318724319704,121.544675139467
3526,1437,宁波四季瑞丽酒店,2010,3,29.8396397406994,121.561928221726
3610,1466,十里四香,2010,3,29.7676519509674,121.695891482696
3652,1484,东钱湖水上餐厅,2010,3,29.7920646567134,121.629979451736
3667,1491,醉亨酒店,2010,3,29.8218261260016,121.548277444199
3678,1496,万字号中餐厅,2010,4,29.8286875767914,121.545519665559
3689,1499,双虹阁,2010,3,29.8008835593661,121.666338198485
