id,NAME,REC_DATE2,avg_score,avg_tas,avg_env,avg_ser,LAT,LNG,LAT84,LNG84,ADDR
6,宁海食府(孝闻街店),2009,3.75,2.125,1.75,1.5,29.876878,121.543557,29.87943682320901,121.5393694843706,宁波市孝闻街77号
15,宁海食府(望京路店),2009,2.5,1.5,0.5,1,29.87777,121.540802,29.88032205692896,121.5366062852251,宁波市望京路96号(近城市广场)
26,东福园饭店,2009,3.5,2,1.5,0.5,29.874093,121.546506,29.87665891604756,121.5423271223554,宁波市公园路7号
43,一茶一坐台湾特色餐餐厅(宁波天一乐购店),2009,3.2,1.6,1.6,1.4,29.869408,121.556523,29.87199557617505,121.5523706548649,宁波市日新街46号乐购超市正门侧
50,味道人家,2009,4,2,2,2,29.86504,121.54951,29.86761323940143,121.5453400954799,宁波市解放南路66号(近基围大厦)
60,蟹满香(城隍庙店),2009,3.5,2,1,2,29.866555,121.551386,29.86913222249817,121.5472209559815,宁波市城隍庙大来街17号1-8
70,好兄弟郭巨海鲜(西河总店),2009,3,2,1,1,29.881172,121.541034,29.88372444499909,121.5368387073127,宁波市西河街95-97号(海曙公园 锦江之星旁边 )
72,翡翠轩中餐厅,2009,4.5,2.5,4,3.5,29.877594,121.552761,29.8801734833168,121.5485986418119,宁波市和义路188号宁波万豪酒店3楼
89,乡村酒店(马园路店),2009,3,1,1,1,29.867973,121.53652,29.87051476621896,121.5323119642822,宁波市马园路268号-1(亚洲花园宾馆对面)
108,亚洲华园宾馆中餐厅,2009,3,3,0,1,29.868149,121.537027,29.87069206729565,121.5328205301082,宁波市马园路271号2-3楼(柳汀街口)
121,潮头阁,2009,3,2,1,1,29.898562,121.543887,29.90112052341739,121.5396987095517,宁波市环城北路西段498号(花园宾馆对面)
123,雨花石郭巨海鲜(繁景店),2009,3,1,0,1,29.891282,121.533133,29.89381356279698,121.5289123588081,宁波市育才路285-287号繁景花园东大门
617,贴阁碧(百丈东路店),2009,4.5,3,2.833333333333333,2.5,29.863551,121.571326,29.86616355601207,121.5672049441913,宁波市百丈东路93号
619,涌上外婆桥(镇安街店),2009,3.5,2.5,1,1,29.862352,121.562733,29.86495142122505,121.5585953555084,"""""""""""""""宁波市镇安街93号(近琴桥,宁波复大皮肤病医院)"""""""""""""""
622,竹林人家(常青藤店),2009,4,2.333333333333333,2,2.666666666666667,29.881408,121.592601,29.88403836292364,121.5885042544516,宁波市达升路1号(常青藤·小城东对面)
633,蟹满香(彩虹店),2009,4,2.8,1.4,1.6,29.860966,121.566567,29.86357178580288,121.56243733539,宁波市彩虹南路100号(近新河路)
