id,pk,NAME,REC_DATE,CLASS,LAT84,LNG84
2123,6,宁海食府(孝闻街店),2009,3,29.879436823209,121.539369484371
2162,15,宁海食府(望京路店),2009,2,29.880322056929,121.536606285225
2201,26,东福园饭店,2009,3,29.8766589160476,121.542327122355
2268,43,一茶一坐台湾特色餐餐厅(宁波天一乐购店),2009,3,29.871995576175,121.552370654865
2300,50,味道人家,2009,3,29.8676132394014,121.54534009548
2333,60,蟹满香(城隍庙店),2009,3,29.8691322224982,121.547220955982
2361,70,好兄弟郭巨海鲜(西河总店),2009,3,29.8837244449991,121.536838707313
2372,72,翡翠轩中餐厅,2009,4,29.8801734833168,121.548598641812
2427,89,乡村酒店(马园路店),2009,2,29.870514766219,121.532311964282
2480,108,亚洲华园宾馆中餐厅,2009,3,29.8706920672956,121.532820530108
2511,121,潮头阁,2009,3,29.9011205234174,121.539698709552
2516,123,雨花石郭巨海鲜(繁景店),2009,2,29.893813562797,121.528912358808
2730,617,贴阁碧(百丈东路店),2009,4,29.8661635560121,121.567204944191
2740,619,涌上外婆桥(镇安街店),2009,3,29.8649514212251,121.558595355508
2756,622,竹林人家(常青藤店),2009,4,29.8840383629236,121.588504254452
2795,633,蟹满香(彩虹店),2009,4,29.8635717858029,121.56243733539
2810,637,锦绣人家主题餐厅,2009,4,29.8585004434131,121.580803604292
2824,640,理想主义时尚餐厅,2009,4,29.8674936111156,121.586894413486
3019,708,小山村饭庄(惊驾路店),2009,4,29.8764324279605,121.576267862424
3121,776,卫东家常菜,2009,2,29.8922041782516,121.608678004073
3219,1102,走马楼,2009,5,29.9857141785898,121.447872002701
3264,1113,美宴摩登餐厅(槐树路店),2009,4,29.8840476756054,121.549761282368
3317,1129,金港大酒店中餐厅,2009,4,29.8792224907892,121.554642437974
3334,1133,老墙门(江北店),2009,4,29.8864209536363,121.548029683689
3462,1421,腾格里餐厅(万达店),2009,3,29.8289308456541,121.540804621099
3473,1423,涌上外婆桥(和邦店),2009,3,29.8373185784288,121.549637676327
3510,1434,向阳渔港(东钱湖店),2009,3,29.7852373662226,121.631647967109
3517,1435,蟹满香(鄞州万达店),2009,4,29.8318724319704,121.544675139467
3525,1437,宁波四季瑞丽酒店,2009,3,29.8396397406994,121.561928221726
3688,1499,双虹阁,2009,4,29.8008835593661,121.666338198485
3717,1509,恒涛食府(鄞县大道店),2009,3,29.8267704621585,121.499676860653
3940,2173,老板娘新光大酒店中餐厅,2009,3,29.9121979779741,121.852512883452
3963,2184,网岙农家乐,2009,1,29.6069334751705,121.333483403781
3982,2189,福瑞祥—邻家厨房,2009,2,29.9120575930291,121.849308486642
4012,2208,老板娘餐饮城,2009,3,29.9222325820262,121.821787210836
4040,2239,老外婆特色菜馆,2009,2,29.9018375723723,121.818664003863
4057,2264,贝斯特大酒店(东河路店),2009,4,29.911870402446,121.83854838953
4109,2493,雅明农家菜,2009,5,30.0516861811182,121.503876632503
