id,pk,NAME,REC_DATE,CLASS,LAT84,LNG84
2111,1,猪乐乐,2015,4,29.8762198463261,121.551114265316
2117,2,外婆家(天一店),2015,4,29.8734038138828,121.550024787322
2118,3,水货SEAHOOD(天一店),2015,4,29.8724948249187,121.549030351965
2120,4,金橘餐厅(东门银泰店),2015,4,29.8720984629079,121.55387521805
2122,5,曹操餐厅,2015,4,29.8709616521843,121.545622586282
2129,6,宁海食府(孝闻街店),2015,4,29.879436823209,121.539369484371
2133,7,贴阁碧(南塘店),2015,4,29.8584387853466,121.536757479325
2136,8,绿茶餐厅,2015,4,29.871124704129,121.55397152052
2140,9,贴阁碧(东渡路店),2015,4,29.8710288289866,121.554566912461
2143,10,贴阁碧(月湖盛园店),2015,4,29.8660844127107,121.542700002366
2148,11,汉唐餐厅(天一广场店),2015,4,29.87219123751,121.549707086729
2153,12,贴阁碧(解放店),2015,4,29.874017511168,121.544734955755
2156,13,玲珑小镇(天一店),2015,4,29.8701975645451,121.552308648136
2161,14,贴阁碧(和义店),2015,4,29.8774067108189,121.548632949137
2168,15,宁海食府(望京路店),2015,4,29.880322056929,121.536606285225
2171,16,第二乐章(亿彩店),2015,4,29.8701975645451,121.552308648136
2173,17,王阿姨文昌油赞子(鼓楼里巷店),2015,4,29.8770965466794,121.543051101196
2175,18,遇见餐厅,2015,4,29.8941276343015,121.515378976102
2180,19,汤彩餐厅,2015,4,29.8772652435854,121.550347285716
2184,20,涌上外婆桥(南塘店),2015,4,29.8584387853466,121.536757479325
2186,21,皇家范,2015,4,29.8759767040716,121.551538322923
2189,22,涌煲记(亚细亚店),2015,4,29.8762198463261,121.551114265316
2194,23,上海小南国(天一广场店),2015,4,29.8714081062405,121.55060338617
2198,24,贰楼饭局,2015,4,29.8762523746547,121.542516683724
2200,25,南田雅叙(东门银泰店),2015,4,29.8726852793332,121.553796988226
2207,26,东福园饭店,2015,4,29.8766589160476,121.542327122355
2210,27,贴阁碧(翠柏店),2015,4,29.8813603508295,121.528593330394
2216,28,美宴摩登餐厅(月湖盛园店),2015,4,29.8662229644284,121.541641026746
2219,29,梅龙镇(南塘老街店),2015,4,29.8709616521843,121.545622586282
2225,30,汉唐餐厅(月湖盛园店),2015,4,29.8661788403297,121.543329738836
2228,31,美好饭店,2015,4,29.8661788403297,121.543329738836
2232,32,红灯笼龙凤饭店,2015,4,29.8772614613607,121.537924437581
2236,33,老院子风味餐厅,2015,4,29.8585507401302,121.537967052566
2241,34,老外婆渔村(联丰店),2015,4,29.8668323205737,121.498986161082
2243,35,绿茶致青春餐厅(天一酷购店),2015,4,29.8705896119878,121.548392875013
2245,36,海角时光餐厅,2015,4,29.8779018413056,121.541891803756
2246,37,V-TOP顶餐厅,2015,4,29.8991299350203,121.520432922468
2251,38,都市厨房(天一店),2015,4,29.87219123751,121.549707086729
2253,39,阳光豪生大酒店中餐厅,2015,4,29.8838361001695,121.509584497926
2258,40,青花瓷主题餐厅,2015,4,29.8787185915657,121.53204447566
2263,41,衢州农家菜馆,2015,4,29.8613870313561,121.54416340607
2267,42,小城故事(天一广场店),2015,4,29.8722102610007,121.549719115461
2274,43,一茶一坐台湾特色餐餐厅(宁波天一乐购店),2015,4,29.871995576175,121.552370654865
2280,45,蟹满香(灵桥路店),2015,4,29.8614393663004,121.54386859623
2285,46,小城故事(月湖盛园店),2015,4,29.8661948613243,121.542899547747
2291,47,天港大酒店,2015,4,29.8748474965418,121.51670110107
2297,48,竹林人家(海曙776店),2015,4,29.8534524149312,121.519318797525
