诚池私房家常菜馆    	-	8.2	7.8	8.0	宁波中山西路汪弄社区花池巷22号(81890附近)	 	 	http://www.dianping.com/shop/18363837
竹林人家    	-	7.6	7.8	7.6	宁波江北区大闸南路	 	 	http://www.dianping.com/shop/13804967
70年代家常菜    	-	7.3	7.4	7.4	宁波狮子街140号	 	 	http://www.dianping.com/shop/19805443
一页厨房(天一店)    	15元	7.6	7.7	7.7	宁波华楼巷36号宁波一页KTV(page one)后面(小城故事旁2楼)	 	 	http://www.dianping.com/shop/17646568
米道好广式肠粉(恒茂广场店)    	29元	6.3	6.6	6.7	宁波丽园北路866号恒茂商业广场内44号天胜花鸟市场对面	 	 	http://www.dianping.com/shop/18136997
宜宾燃面(灵桥路店)    	-	7.6	7.6	7.6	宁波灵桥路124号(蚝翅旁)	 	 	http://www.dianping.com/shop/5297374
宁波饭店中餐厅    	-	7.3	7.2	7.3	宁波马园路251号	 	 	http://www.dianping.com/shop/5336836
七欣天波格力蟹(宁波六店)    	-	7.2	7.2	7.2	宁波百丈东路8号	 	 	http://www.dianping.com/shop/18533193
雨花石郭巨海鲜(繁景店)    	88元	7.0	6.6	6.8	宁波育才路285-287号繁景花园东大门	 	 	http://www.dianping.com/shop/2099926
传世骨头饭(狮子街店)    	-	8.1	8.1	7.9	宁波狮子街157号	 	 	http://www.dianping.com/shop/18226047
老外婆    	-	7.4	7.2	7.3	宁波舜山西路1号	 	 	http://www.dianping.com/shop/6016811
锦庭    	-	6.8	6.8	6.9	宁波南塘老街船埠巷68号	 	 	http://www.dianping.com/shop/5589454
膳塘    	58元	7.4	7.7	7.4	宁波尹江路南塘老街A-10号(近南苑酒店)	 	 	http://www.dianping.com/shop/5655634
老宁波小海鲜    	-	7.2	7.2	7.2	宁波翠柏路近西湾路	 	 	http://www.dianping.com/shop/19689190
阿财煲    	-	7.9	7.7	7.7	宁波新典路206号	 	 	http://www.dianping.com/shop/21046943
豪润阁    	100元	7.6	7.6	7.6	宁波丽园北路银润豪景商务广场5号(珈禾整形医院后面)	 	 	http://www.dianping.com/shop/17791466
豫香楼信阳特色土菜    	-	7.8	7.8	7.8	宁波薛家南路80号(宁波工商学院(西门）)	 	 	http://www.dianping.com/shop/21114187
新状元楼(农贸店)    	-	6.9	6.9	6.9	宁波风华路818号宁波大学农贸店(近小兔子)	 	 	http://www.dianping.com/shop/10647618
潮头阁    	68元	6.9	7.1	7.0	宁波环城北路西段498号(花园宾馆对面)	 	 	http://www.dianping.com/shop/2763211
山味馆    	55元	7.0	7.0	6.9	宁波南塘老街南郊路245号	 	 	http://www.dianping.com/shop/5589633
贝果立 Bakery cafe(天一店二店)    	-	7.2	7.6	7.9	宁波碶闸街132号(小辉哥楼下)(小辉哥)	 	 	http://www.dianping.com/shop/21808300
传世骨头饭(国医店)    	15元	8.0	7.7	8.0	宁波国医街29号	 	 	http://www.dianping.com/shop/18357757
阿庞饭店    	-	7.5	7.5	7.7	宁波环城西路南段324号	 	 	http://www.dianping.com/shop/19189084
邻家食堂    	-	7.6	7.8	7.6	宁波迎凤街21号	 	 	http://www.dianping.com/shop/17938700
衢州厨子    	-	7.3	7.0	7.0	宁波灵桥路82号	 	 	http://www.dianping.com/shop/21278989
蟹之味    	-	7.6	7.5	7.8	宁波丽园北路860号恒茂商业广场2-3号(中医院)	 	 	http://www.dianping.com/shop/19362922
大宋海鲜排档    	34元	6.7	6.4	6.2	宁波大梁街55号(近来必堡)	 	 	http://www.dianping.com/shop/5432279
鼓楼食府    	50元	7.3	7.1	7.1	宁波公园路77弄24-2号鼓楼步行街(近三江)	 	 	http://www.dianping.com/shop/5200234
老地方烧烤    	-	7.9	7.4	7.7	宁波狮子街150号	 	 	http://www.dianping.com/shop/18487197
卤泰卤味鸡爪(城隍庙店)    	23元	7.8	7.5	7.6	宁波城隍庙大沙泥街236号(城隍庙商业步行街旁)	 	 	http://www.dianping.com/shop/13890793
鼓楼食府(呼童街店)    	-	6.5	6.4	6.5	宁波呼童街56号	 	 	http://www.dianping.com/shop/6017501
新金星宾馆中餐厅    	-	6.9	6.9	7.0	宁波柳汀街555号新金星宾馆内	 	 	http://www.dianping.com/shop/542793
味道人家    	-	7.5	7.1	7.5	宁波城皇庙	 	 	http://www.dianping.com/shop/15949540
衢州农家小灶    	-	7.3	7.0	7.5	宁波新典路103号	 	 	http://www.dianping.com/shop/20899220
海航饭店    	-	7.3	7.1	7.3	宁波青林湾街21码头5号门青林商业中心70号	 	 	http://www.dianping.com/shop/13784201
喜福门城市大食堂    	-	7.2	7.2	7.5	宁波宝善路143弄91号	 	 	http://www.dianping.com/shop/19014042
米道好广式肠粉(城隍庙店)    	19元	7.7	7.4	7.9	宁波城隍庙商业步行街北门（蟹满香对面，将太、伊穆寿司旁）(近麦当劳)	 	 	http://www.dianping.com/shop/8556777
传世骨头饭(宝善店)    	-	7.7	7.5	7.6	宁波宝善路193号(新四方对面)	 	 	http://www.dianping.com/shop/16007376
阿拉宁波年糕干    	-	7.0	7.0	7.0	宁波海曙区南塘老街	 	 	http://www.dianping.com/shop/18211990
全德福小吃城    	-	7.1	7.0	7.0	宁波开明街138号2楼(亚细亚B座,炉货、彤德莱火锅、湘楚人家楼上)	 	 	http://www.dianping.com/shop/17630775
暖洋洋湘川土菜馆    	-	6.7	6.3	6.4	宁波联丰中路499号古玩城D区1024号	 	 	http://www.dianping.com/shop/17954443
牛家村    	53元	7.2	6.9	6.8	宁波慈城镇中华路(近慈城县衙)	 	 	http://www.dianping.com/shop/2846557
筷乐熊餐厅    	16元	6.8	6.8	7.0	宁波君子街35号	 	 	http://www.dianping.com/shop/18401201
保国寺桂苑餐厅    	-	7.2	7.2	7.0	宁波洪塘保国寺风景区售票处右侧	 	 	http://www.dianping.com/shop/14740916
宁波饭店明州厅    	100元	6.9	6.9	7.0	宁波马园路251号	 	 	http://www.dianping.com/shop/542126
富浩饭店    	53元	7.5	6.9	7.2	宁波解放南路(久久天桥西南角)	 	 	http://www.dianping.com/shop/2389180
君顶华悦俱乐部    	-	7.9	7.9	7.9	宁波樟溪北路128号(近长丰桥)	 	 	http://www.dianping.com/shop/5205732
原食部落(天一店)    	54元	7.4	7.4	7.4	宁波东渡路23号	 	 	http://www.dianping.com/shop/6586193
山味馆    	-	7.3	7.3	7.3	宁波南郊路245号	 	 	http://www.dianping.com/shop/8072307
王升大    	-	6.8	6.8	6.6	宁波鼓楼步行街商圈公园路76弄6号(赵大有旁)	 	 	http://www.dianping.com/shop/17228176
皇家大锅菜    	-	6.7	6.7	7.0	宁波和义大道78号和义购物中心地B1楼	 	 	http://www.dianping.com/shop/18249004
宁波影都    	-	7.5	7.5	7.5	宁波中山西路2号	 	 	http://www.dianping.com/shop/18178117
角落头宁海小海鲜    	-	7.1	7.1	7.1	宁波鄞奉路36号(近甬尚足道 ，涌健保健旁)	 	 	http://www.dianping.com/shop/8837173
山语人家    	-	7.1	7.1	7.6	宁波丽园南路1164号	 	 	http://www.dianping.com/shop/21408485
老张农家大食堂    	-	6.9	6.9	6.9	宁波柳汀街306号	 	 	http://www.dianping.com/shop/9246504
三味馆(天一广场店)    	46元	6.9	7.0	7.0	宁波开明街278号2楼(近天一广场7号门)	 	 	http://www.dianping.com/shop/9577165
国新饭店    	-	7.5	7.3	7.6	宁波荷晓路968号	 	 	http://www.dianping.com/shop/5128307
东亚饭店    	-	6.8	6.3	6.3	宁波环城西路南段39号	 	 	http://www.dianping.com/shop/9240330
天胜人家    	-	6.8	6.8	6.8	宁波环城西路北段325号(真和大酒店)	 	 	http://www.dianping.com/shop/20677289
凯洲大酒店    	-	6.8	6.9	6.9	宁波药行街129号	 	 	http://www.dianping.com/shop/6017221
妙香食府    	-	7.2	7.2	7.2	宁波盛园巷40号	 	 	http://www.dianping.com/shop/9628515
老灶头地锅城    	50元	6.6	6.6	6.8	宁波城隍庙大来街46-47号新唯园宾馆地下餐厅(亚细亚B座旁)	 	 	http://www.dianping.com/shop/9704418
博府丽景湾大酒店    	104元	7.2	7.4	7.4	宁波丽园南路518号(近气象路)(气象路口)	 	 	http://www.dianping.com/shop/14902830
望京酒楼    	49元	7.5	7.4	7.5	宁波柳庄巷51-55号城市广场A楼1楼	 	 	http://www.dianping.com/shop/13763375
稻花香酒店    	56元	7.3	7.1	7.2	宁波苍松路22号	 	 	http://www.dianping.com/shop/3701527
文鼎一号    	-	6.9	6.9	6.9	宁波范江岸	 	 	http://www.dianping.com/shop/15125772
宁海小海鲜    	-	7.1	7.1	7.1	宁波苍松路589号	 	 	http://www.dianping.com/shop/18773340
毛氏饭店(毛氏饭店)    	-	7.3	7.5	7.5	宁波灵桥路68号南苑饭店东50M(近老鑫和盛典当)	 	 	http://www.dianping.com/shop/14169424
孙家名厨    	-	7.1	7.1	7.1	宁波环城西路南段776号776广场内	 	 	http://www.dianping.com/shop/15966349
芝新餐馆    	-	6.9	6.9	6.8	宁波新芝路135号	 	 	http://www.dianping.com/shop/541601
宁波桥头虾腊年糕(海曙店)    	-	7.8	7.5	7.8	宁波天一家园12幢506室	 	 	http://www.dianping.com/shop/21738709
千岛湖土菜馆    	-	7.2	7.2	7.7	宁波联丰街142-1号临	 	 	http://www.dianping.com/shop/10491584
青瓦阁餐厅    	-	6.6	6.6	6.6	宁波徐家漕路107号(近望春路)	 	 	http://www.dianping.com/shop/6449993
新舟宾馆中餐厅    	135元	6.6	6.6	6.6	宁波中山东路678号新舟宾馆2楼(近甬港北路)	 	 	http://www.dianping.com/shop/542236
蟹满楼煲莊    	-	6.9	6.9	6.8	宁波环城西路南段156号丽园尚都(近沃尔玛超市)	 	 	http://www.dianping.com/shop/6696179
新园宾馆中餐厅    	76元	6.8	6.8	6.8	宁波解放南路188号	 	 	http://www.dianping.com/shop/541406
丽园小海鲜    	-	7.4	7.2	7.3	宁波丽园北路818	 	 	http://www.dianping.com/shop/20890663
新远洋大酒店    	77元	7.1	7.1	7.0	宁波环城西路北段337号(近永和居易小区)	 	 	http://www.dianping.com/shop/2976910
良友饭店    	-	6.9	6.9	6.9	宁波慈城镇鼎新路3号	 	 	http://www.dianping.com/shop/5118261
小米之家    	-	7.0	7.0	7.0	宁波碶闸街58号都市仁和大厦15楼5室	 	 	http://www.dianping.com/shop/8694766
中央楼    	-	7.1	7.2	7.2	宁波南塘老街船埠巷102号(近南苑饭店)	 	 	http://www.dianping.com/shop/8699683
张星记    	64元	6.4	6.6	6.5	宁波南塘老街南郊路212-216号	 	 	http://www.dianping.com/shop/5589727
差眼饭店    	-	6.6	6.5	6.5	宁波南苑街241号(近南苑小区)	 	 	http://www.dianping.com/shop/5664501
饶一家黄焖鸡米饭    	-	7.3	7.3	7.5	宁波药行街169号莱迪时尚广场二楼美食广场	 	 	http://www.dianping.com/shop/18145728
胖胖饭店    	-	7.0	6.7	6.7	宁波卖鱼路161号	 	 	http://www.dianping.com/shop/6016942
亚洲华园宾馆百花厅    	-	6.8	6.7	6.9	宁波马园路271号2楼	 	 	http://www.dianping.com/shop/542127
上埂沿饭店    	-	7.1	6.6	6.8	宁波翠柏路430号	 	 	http://www.dianping.com/shop/3335803
外婆湾特色餐饮    	-	7.0	7.0	7.0	宁波环城西路北段228号	 	 	http://www.dianping.com/shop/15863444
开心食府    	40元	7.2	6.8	7.1	宁波育才路245号	 	 	http://www.dianping.com/shop/2099818
维多利大酒店    	-	6.6	6.9	6.9	宁波望春路1188号	 	 	http://www.dianping.com/shop/6017209
蓝天餐馆    	-	6.9	6.8	6.8	宁波蓝天路105号	 	 	http://www.dianping.com/shop/541228
鱼之海    	-	7.1	7.1	7.1	宁波公园路77号鼓楼新时代美食广场内	 	 	http://www.dianping.com/shop/9574268
莱乐农家菜    	-	6.9	6.9	6.9	宁波狮子街168号1-6号(近天一广场)	 	 	http://www.dianping.com/shop/5654979
牛蛮香(大梁街)    	16元	7.3	6.9	6.9	宁波大梁街115号(台北KTV旁)	 	 	http://www.dianping.com/shop/8850871
鱼得水时尚海鲜餐厅    	-	7.3	7.4	7.3	宁波府桥街23-2号(恒隆中心后面)	 	 	http://www.dianping.com/shop/18384254
古塘人家    	65元	7.1	7.0	7.0	宁波静海路60号(近镇海招宝山派出所)	 	 	http://www.dianping.com/shop/4505315
甬江人农家大食堂    	-	7.2	7.2	7.2	宁波富茂一楼(玩具泡泡吧旁边)	 	 	http://www.dianping.com/shop/22343136
小梁饭店    	-	7.2	6.8	6.8	宁波小梁路	 	 	http://www.dianping.com/shop/8972124
府城隍庙    	-	6.8	7.2	6.8	宁波药行街211号	 	 	http://www.dianping.com/shop/15002187
忆江南金丝酥饼    	-	7.2	7.2	7.2	宁波柳汀街16号1楼	 	 	http://www.dianping.com/shop/20917364
老京都    	-	6.9	6.9	6.9	宁波宁海中山路	 	 	http://www.dianping.com/shop/3650581
中山饭店中餐厅    	-	6.8	6.7	6.7	宁波孝闻街100号	 	 	http://www.dianping.com/shop/542033
文昌食堂    	-	6.8	6.7	6.6	宁波孝闻街	 	 	http://www.dianping.com/shop/2394910
宁波小厨    	-	6.8	6.8	6.8	宁波柳庄巷51-53号(近城市广场)	 	 	http://www.dianping.com/shop/5231806
里山人农家菜    	-	6.3	6.6	6.8	宁波洪塘宁沁路298号	 	 	http://www.dianping.com/shop/13668182
耕渔庄酒楼    	-	7.2	7.2	7.2	宁波贵驷工业区	 	 	http://www.dianping.com/shop/9224712
